event_time,event_type,category_code,brand,price
2019-10-01 02:23:59 UTC,cart,electronics.smartphone,samsung,787.18
2019-10-01 02:24:07 UTC,cart,electronics.smartphone,samsung,130.76
2019-10-01 02:24:12 UTC,cart,electronics.smartphone,samsung,130.76
2019-10-01 02:24:23 UTC,cart,electronics.smartphone,samsung,241.19
2019-10-01 02:24:53 UTC,cart,electronics.smartphone,huawei,177.2
2019-10-01 02:24:57 UTC,cart,electronics.smartphone,samsung,628.78
2019-10-01 02:25:04 UTC,cart,electronics.smartphone,samsung,174.76
2019-10-01 02:25:04 UTC,purchase,electronics.smartphone,samsung,130.76
2019-10-01 02:25:07 UTC,cart,electronics.smartphone,samsung,197.43
2019-10-01 02:25:11 UTC,purchase,electronics.smartphone,apple,377.03
2019-10-01 02:25:13 UTC,cart,appliances.environment.vacuum,karcher,167.05
2019-10-01 02:25:20 UTC,cart,electronics.clocks,samsung,259.98
2019-10-01 02:25:30 UTC,purchase,electronics.smartphone,apple,739.81
2019-10-01 02:25:34 UTC,cart,electronics.smartphone,samsung,154.42
2019-10-01 02:25:50 UTC,purchase,electronics.smartphone,apple,736.18
2019-10-01 02:25:58 UTC,cart,electronics.smartphone,samsung,154.42
2019-10-01 02:26:05 UTC,purchase,electronics.audio.headphone,ritmix,0.88
2019-10-01 02:26:05 UTC,purchase,electronics.smartphone,samsung,197.43
2019-10-01 02:26:11 UTC,purchase,computers.components.hdd,kingston,66.67
2019-10-01 02:26:23 UTC,purchase,electronics.smartphone,samsung,628.78
2019-10-01 02:26:26 UTC,cart,electronics.smartphone,samsung,254.82
2019-10-01 02:26:30 UTC,cart,electronics.smartphone,apple,975.57
2019-10-01 02:26:57 UTC,purchase,electronics.smartphone,huawei,177.2
2019-10-01 02:27:00 UTC,cart,electronics.smartphone,samsung,174.76
2019-10-01 02:27:05 UTC,cart,electronics.smartphone,huawei,258.21
2019-10-01 02:27:06 UTC,cart,electronics.smartphone,apple,377.29
2019-10-01 02:27:07 UTC,cart,electronics.smartphone,samsung,174.76
2019-10-01 02:27:08 UTC,cart,electronics.smartphone,samsung,174.76
2019-10-01 02:27:17 UTC,purchase,electronics.smartphone,xiaomi,185.71
2019-10-01 02:27:21 UTC,cart,appliances.environment.vacuum,karcher,167.05
2019-10-01 02:27:21 UTC,cart,electronics.smartphone,samsung,286.86
2019-10-01 02:27:23 UTC,cart,electronics.smartphone,apple,975.57
2019-10-01 02:27:26 UTC,purchase,electronics.smartphone,apple,515.67
2019-10-01 02:27:27 UTC,cart,electronics.smartphone,apple,1206.4
2019-10-01 02:27:43 UTC,cart,electronics.smartphone,samsung,130.76
2019-10-01 02:27:53 UTC,cart,electronics.smartphone,samsung,130.76
2019-10-01 02:28:09 UTC,cart,electronics.smartphone,samsung,174.76
2019-10-01 02:28:09 UTC,purchase,electronics.smartphone,samsung,130.76
2019-10-01 02:28:17 UTC,purchase,electronics.smartphone,samsung,197.43
2019-10-01 02:28:29 UTC,purchase,electronics.smartphone,xiaomi,241.96
2019-10-01 02:28:40 UTC,purchase,electronics.smartphone,apple,975.57
2019-10-01 02:28:56 UTC,purchase,electronics.smartphone,samsung,174.76
2019-10-01 02:29:01 UTC,purchase,appliances.kitchen.meat_grinder,philips,120.95
2019-10-01 02:29:26 UTC,cart,electronics.smartphone,samsung,197.43
2019-10-01 02:29:32 UTC,purchase,electronics.telephone,nokia,43.66
2019-10-01 02:29:40 UTC,purchase,electronics.smartphone,samsung,197.43
2019-10-01 02:29:41 UTC,purchase,electronics.smartphone,apple,464.13
2019-10-01 02:29:49 UTC,cart,electronics.smartphone,xiaomi,360.08
2019-10-01 02:29:59 UTC,cart,electronics.smartphone,apple,809.72
2019-10-01 02:30:19 UTC,cart,electronics.video.tv,artel,150.71
2019-10-01 02:30:35 UTC,cart,electronics.smartphone,samsung,174.76
2019-10-01 02:30:36 UTC,cart,electronics.audio.headphone,xiaomi,23.13
2019-10-01 02:30:44 UTC,purchase,electronics.smartphone,samsung,223.43
2019-10-01 02:30:46 UTC,purchase,appliances.kitchen.blender,panasonic,51.46
2019-10-01 02:30:48 UTC,purchase,electronics.smartphone,samsung,174.76
2019-10-01 02:30:51 UTC,cart,electronics.smartphone,apple,1747.79
2019-10-01 02:30:56 UTC,cart,electronics.smartphone,meizu,101.65
2019-10-01 02:31:00 UTC,purchase,electronics.audio.headphone,xiaomi,23.13
2019-10-01 02:31:01 UTC,purchase,electronics.smartphone,apple,1206.4
2019-10-01 02:31:02 UTC,cart,electronics.clocks,apple,385.82
2019-10-01 02:31:08 UTC,purchase,electronics.smartphone,xiaomi,360.08
2019-10-01 02:31:15 UTC,purchase,electronics.smartphone,samsung,134.42
2019-10-01 02:31:18 UTC,purchase,construction.tools.drill,alteco,45.82
2019-10-01 02:31:21 UTC,cart,electronics.smartphone,apple,1747.79
2019-10-01 02:31:27 UTC,cart,electronics.smartphone,samsung,89.32
2019-10-01 02:31:31 UTC,purchase,accessories.bag,karya,100.39
2019-10-01 02:31:36 UTC,cart,appliances.environment.vacuum,lg,189.26
2019-10-01 02:31:39 UTC,cart,electronics.smartphone,samsung,89.32
2019-10-01 02:31:43 UTC,cart,electronics.smartphone,samsung,197.43
2019-10-01 02:31:46 UTC,cart,electronics.smartphone,samsung,197.43
2019-10-01 02:31:46 UTC,purchase,electronics.smartphone,apple,1634.51
2019-10-01 02:31:46 UTC,purchase,electronics.smartphone,samsung,286.86
2019-10-01 02:32:06 UTC,cart,electronics.smartphone,samsung,604.88
2019-10-01 02:32:07 UTC,purchase,electronics.clocks,apple,385.82
2019-10-01 02:32:12 UTC,cart,electronics.smartphone,xiaomi,185.71
2019-10-01 02:32:12 UTC,cart,electronics.smartphone,huawei,258.21
2019-10-01 02:32:14 UTC,purchase,electronics.smartphone,samsung,89.32
2019-10-01 02:32:15 UTC,cart,electronics.smartphone,apple,975.57
2019-10-01 02:32:19 UTC,cart,electronics.smartphone,samsung,871.14
2019-10-01 02:32:26 UTC,cart,electronics.smartphone,apple,735.05
2019-10-01 02:32:27 UTC,cart,appliances.iron,panasonic,22.63
2019-10-01 02:32:38 UTC,purchase,electronics.smartphone,apple,1415.48
2019-10-01 02:32:39 UTC,purchase,electronics.smartphone,xiaomi,136.4
2019-10-01 02:32:44 UTC,cart,electronics.smartphone,samsung,197.43
2019-10-01 02:32:46 UTC,purchase,electronics.smartphone,huawei,258.21
2019-10-01 02:32:47 UTC,cart,electronics.clocks,apple,385.82
2019-10-01 02:32:59 UTC,purchase,electronics.smartphone,apple,975.57
2019-10-01 02:33:01 UTC,purchase,electronics.video.tv,samsung,368.04
2019-10-01 02:33:01 UTC,purchase,electronics.tablet,wacom,78.51
2019-10-01 02:33:03 UTC,cart,electronics.smartphone,samsung,174.76
2019-10-01 02:33:20 UTC,cart,electronics.smartphone,xiaomi,197.55
2019-10-01 02:33:21 UTC,purchase,electronics.smartphone,samsung,254.82
2019-10-01 02:33:23 UTC,purchase,electronics.smartphone,apple,946.97
2019-10-01 02:33:28 UTC,purchase,electronics.smartphone,apple,736.18
2019-10-01 02:33:29 UTC,purchase,electronics.smartphone,samsung,197.43
2019-10-01 02:33:31 UTC,purchase,electronics.telephone,texet,17.48
2019-10-01 02:33:51 UTC,purchase,computers.notebook,asus,879.96
2019-10-01 02:34:08 UTC,purchase,electronics.smartphone,samsung,871.14
2019-10-01 02:34:18 UTC,cart,appliances.kitchen.washer,beko,187.88
2019-10-01 02:34:23 UTC,purchase,electronics.smartphone,apple,1052.79
2019-10-01 02:34:23 UTC,purchase,appliances.kitchen.washer,lg,308.65
2019-10-01 02:34:42 UTC,cart,electronics.smartphone,apple,975.57
2019-10-01 02:34:45 UTC,purchase,electronics.clocks,casio,169.37
2019-10-01 02:34:45 UTC,purchase,appliances.environment.vacuum,lg,189.26
2019-10-01 02:34:57 UTC,purchase,electronics.smartphone,meizu,133.59
2019-10-01 02:34:58 UTC,purchase,electronics.smartphone,apple,975.57
2019-10-01 02:34:59 UTC,cart,electronics.smartphone,nokia,89.72
2019-10-01 02:35:05 UTC,purchase,appliances.kitchen.washer,lg,339.75
2019-10-01 02:35:12 UTC,cart,electronics.smartphone,samsung,130.76
2019-10-01 02:35:22 UTC,cart,electronics.smartphone,samsung,130.76
2019-10-01 02:35:27 UTC,cart,electronics.smartphone,xiaomi,197.55
2019-10-01 02:35:36 UTC,purchase,electronics.smartphone,huawei,124.84
2019-10-01 02:36:06 UTC,purchase,electronics.smartphone,nokia,89.72
2019-10-01 02:36:08 UTC,purchase,computers.notebook,acer,532.81
2019-10-01 02:36:12 UTC,cart,electronics.smartphone,xiaomi,141.32
2019-10-01 02:36:12 UTC,purchase,electronics.smartphone,samsung,174.76
2019-10-01 02:36:15 UTC,purchase,electronics.clocks,xiaomi,180.16
2019-10-01 02:36:19 UTC,cart,electronics.smartphone,samsung,174.78
2019-10-01 02:36:25 UTC,purchase,electronics.smartphone,samsung,130.76
2019-10-01 02:36:29 UTC,cart,electronics.smartphone,samsung,241.19
2019-10-01 02:36:36 UTC,cart,electronics.smartphone,samsung,154.42
2019-10-01 02:36:41 UTC,cart,electronics.smartphone,samsung,154.42
2019-10-01 02:36:51 UTC,cart,electronics.smartphone,samsung,130.76
2019-10-01 02:37:15 UTC,cart,electronics.smartphone,apple,1415.48
2019-10-01 02:37:16 UTC,cart,electronics.smartphone,apple,1415.48
2019-10-01 02:37:24 UTC,purchase,electronics.smartphone,samsung,174.78
2019-10-01 02:37:27 UTC,purchase,electronics.smartphone,samsung,174.78
2019-10-01 02:37:40 UTC,purchase,electronics.smartphone,apple,1415.48
2019-10-01 02:37:41 UTC,cart,electronics.smartphone,meizu,101.65
2019-10-01 02:37:43 UTC,cart,electronics.smartphone,oppo,179.38
2019-10-01 02:37:56 UTC,cart,electronics.smartphone,samsung,154.42
2019-10-01 02:37:57 UTC,purchase,electronics.smartphone,samsung,154.42
2019-10-01 02:37:57 UTC,cart,electronics.smartphone,samsung,254.82
2019-10-01 02:38:14 UTC,purchase,electronics.video.tv,samsung,368.04
2019-10-01 02:38:16 UTC,cart,electronics.smartphone,meizu,101.65
2019-10-01 02:38:18 UTC,purchase,electronics.smartphone,oppo,179.38
2019-10-01 02:38:28 UTC,purchase,appliances.environment.water_heater,thermex,84.94
2019-10-01 02:38:31 UTC,purchase,electronics.smartphone,apple,739.81
2019-10-01 02:38:37 UTC,cart,electronics.smartphone,xiaomi,102.65
2019-10-01 02:38:43 UTC,cart,electronics.smartphone,samsung,154.42
2019-10-01 02:38:49 UTC,purchase,electronics.smartphone,samsung,174.76
2019-10-01 02:38:49 UTC,purchase,electronics.smartphone,samsung,254.82
2019-10-01 02:38:51 UTC,purchase,electronics.smartphone,xiaomi,185.08
2019-10-01 02:38:52 UTC,cart,electronics.smartphone,samsung,92.64
2019-10-01 02:38:57 UTC,purchase,electronics.smartphone,samsung,130.76
2019-10-01 02:39:09 UTC,cart,electronics.smartphone,samsung,92.64
2019-10-01 02:39:22 UTC,purchase,electronics.smartphone,samsung,1286.75
2019-10-01 02:39:23 UTC,cart,electronics.smartphone,xiaomi,103.08
2019-10-01 02:39:24 UTC,purchase,electronics.smartphone,samsung,787.18
2019-10-01 02:39:31 UTC,purchase,electronics.smartphone,samsung,602.07
2019-10-01 02:39:31 UTC,cart,electronics.smartphone,samsung,130.76
2019-10-01 02:39:41 UTC,purchase,electronics.smartphone,xiaomi,102.65
2019-10-01 02:39:52 UTC,cart,electronics.smartphone,samsung,388.68
2019-10-01 02:39:55 UTC,cart,electronics.smartphone,xiaomi,140.85
2019-10-01 02:39:58 UTC,purchase,appliances.kitchen.refrigerators,midea,810.81
2019-10-01 02:40:00 UTC,cart,electronics.audio.headphone,xiaomi,23.13
2019-10-01 02:40:01 UTC,cart,electronics.smartphone,samsung,130.76
2019-10-01 02:40:08 UTC,cart,electronics.smartphone,apple,736.18
2019-10-01 02:40:14 UTC,purchase,electronics.smartphone,samsung,174.76
2019-10-01 02:40:14 UTC,purchase,electronics.smartphone,meizu,101.65
2019-10-01 02:40:16 UTC,purchase,electronics.smartphone,samsung,130.76
2019-10-01 02:40:17 UTC,purchase,electronics.smartphone,samsung,254.82
2019-10-01 02:40:37 UTC,purchase,electronics.smartphone,samsung,130.76
2019-10-01 02:40:47 UTC,purchase,electronics.smartphone,xiaomi,185.08
2019-10-01 02:40:49 UTC,purchase,electronics.smartphone,samsung,92.64
2019-10-01 02:41:27 UTC,cart,electronics.video.tv,samsung,266.42
2019-10-01 02:41:27 UTC,cart,electronics.smartphone,huawei,111.82
2019-10-01 02:41:33 UTC,cart,electronics.smartphone,xiaomi,197.55
2019-10-01 02:41:37 UTC,cart,electronics.smartphone,huawei,130.65
2019-10-01 02:41:40 UTC,cart,stationery.cartrige,hp,7.7
2019-10-01 02:41:52 UTC,purchase,electronics.clocks,swatch,82.89
2019-10-01 02:42:04 UTC,cart,electronics.smartphone,samsung,174.76
2019-10-01 02:42:05 UTC,cart,electronics.smartphone,oppo,179.38
2019-10-01 02:42:06 UTC,cart,electronics.smartphone,xiaomi,133.68
2019-10-01 02:42:11 UTC,cart,electronics.smartphone,oppo,179.38
2019-10-01 02:42:12 UTC,cart,electronics.smartphone,samsung,154.42
2019-10-01 02:42:33 UTC,cart,electronics.smartphone,samsung,174.76
2019-10-01 02:42:56 UTC,cart,electronics.smartphone,xiaomi,197.55
2019-10-01 02:42:56 UTC,cart,electronics.smartphone,apple,1081.98
2019-10-01 02:43:07 UTC,purchase,appliances.personal.hair_cutter,moser,47.88
2019-10-01 02:43:08 UTC,cart,electronics.smartphone,oppo,153.04
2019-10-01 02:43:16 UTC,purchase,apparel.shoes,salamander,137.71
2019-10-01 02:43:16 UTC,purchase,electronics.smartphone,samsung,154.42
2019-10-01 02:43:19 UTC,purchase,electronics.audio.headphone,apple,161.98
2019-10-01 02:43:20 UTC,purchase,electronics.smartphone,apple,1081.98
2019-10-01 02:43:22 UTC,purchase,electronics.smartphone,samsung,254.82
2019-10-01 02:43:24 UTC,purchase,electronics.smartphone,samsung,174.76
2019-10-01 02:43:25 UTC,purchase,electronics.smartphone,oppo,179.38
2019-10-01 02:43:34 UTC,cart,electronics.smartphone,meizu,101.65
2019-10-01 02:43:40 UTC,purchase,appliances.kitchen.washer,beko,187.88
2019-10-01 02:43:54 UTC,purchase,appliances.kitchen.hood,artel,61.24
2019-10-01 02:44:11 UTC,purchase,electronics.smartphone,samsung,154.42
2019-10-01 02:44:11 UTC,purchase,electronics.smartphone,huawei,130.65
2019-10-01 02:44:13 UTC,purchase,electronics.smartphone,samsung,174.76
2019-10-01 02:44:17 UTC,purchase,appliances.environment.vacuum,samsung,64.08
2019-10-01 02:44:18 UTC,purchase,electronics.smartphone,meizu,101.65
2019-10-01 02:44:19 UTC,cart,electronics.smartphone,huawei,159.77
2019-10-01 02:44:23 UTC,purchase,stationery.cartrige,hp,7.7
2019-10-01 02:44:30 UTC,purchase,electronics.smartphone,samsung,130.76
2019-10-01 02:44:30 UTC,purchase,electronics.smartphone,oppo,179.38
2019-10-01 02:44:32 UTC,purchase,electronics.smartphone,huawei,694.48
2019-10-01 02:44:43 UTC,purchase,electronics.smartphone,oppo,153.04
2019-10-01 02:44:52 UTC,cart,electronics.smartphone,samsung,254.82
2019-10-01 02:44:56 UTC,cart,electronics.smartphone,samsung,174.78
2019-10-01 02:45:03 UTC,cart,appliances.kitchen.blender,redmond,56.23
2019-10-01 02:45:06 UTC,purchase,electronics.smartphone,huawei,159.77
2019-10-01 02:45:11 UTC,cart,electronics.smartphone,apple,1178.5
2019-10-01 02:45:13 UTC,purchase,electronics.smartphone,samsung,130.76
2019-10-01 02:45:26 UTC,purchase,electronics.smartphone,apple,1178.5
2019-10-01 02:45:38 UTC,cart,electronics.smartphone,samsung,154.42
2019-10-01 02:45:39 UTC,cart,electronics.smartphone,samsung,241.19
2019-10-01 02:45:43 UTC,purchase,electronics.smartphone,xiaomi,84.69
2019-10-01 02:45:45 UTC,cart,electronics.smartphone,samsung,241.19
2019-10-01 02:45:49 UTC,cart,electronics.smartphone,samsung,241.19
2019-10-01 02:45:56 UTC,purchase,appliances.kitchen.blender,redmond,56.23
2019-10-01 02:46:00 UTC,cart,electronics.video.tv,sony,385.59
2019-10-01 02:46:02 UTC,cart,electronics.smartphone,xiaomi,197.55
2019-10-01 02:46:05 UTC,cart,electronics.smartphone,samsung,174.76
2019-10-01 02:46:05 UTC,purchase,electronics.smartphone,xiaomi,140.85
2019-10-01 02:46:06 UTC,purchase,electronics.telephone,bq,35.41
2019-10-01 02:46:06 UTC,cart,electronics.smartphone,apple,817.69
2019-10-01 02:46:16 UTC,cart,electronics.smartphone,samsung,286.86
2019-10-01 02:46:19 UTC,cart,electronics.smartphone,apple,817.69
2019-10-01 02:46:25 UTC,cart,electronics.smartphone,samsung,174.76
2019-10-01 02:46:27 UTC,cart,electronics.smartphone,samsung,254.82
2019-10-01 02:46:42 UTC,purchase,appliances.kitchen.refrigerators,leadbros,190.48
2019-10-01 02:46:44 UTC,purchase,accessories.bag,karya,100.39
2019-10-01 02:46:49 UTC,purchase,appliances.environment.vacuum,bosch,378.36
2019-10-01 02:46:53 UTC,cart,electronics.smartphone,samsung,174.76
2019-10-01 02:46:53 UTC,cart,electronics.smartphone,samsung,174.76
2019-10-01 02:46:55 UTC,purchase,furniture.kitchen.table,sv,77.2
2019-10-01 02:46:56 UTC,cart,electronics.smartphone,apple,745.67
2019-10-01 02:46:58 UTC,cart,electronics.smartphone,apple,464.13
2019-10-01 02:46:59 UTC,purchase,electronics.clocks,aimoto,55.32
2019-10-01 02:47:00 UTC,cart,electronics.smartphone,apple,736.18
2019-10-01 02:47:11 UTC,purchase,electronics.clocks,xiaomi,68.01
2019-10-01 02:47:28 UTC,purchase,electronics.audio.headphone,jbl,33.21
2019-10-01 02:47:38 UTC,purchase,electronics.smartphone,samsung,174.76
2019-10-01 02:47:41 UTC,purchase,electronics.smartphone,samsung,254.82
2019-10-01 02:47:44 UTC,purchase,electronics.smartphone,apple,1747.79
2019-10-01 02:47:47 UTC,cart,electronics.smartphone,samsung,130.73
2019-10-01 02:47:49 UTC,cart,electronics.smartphone,xiaomi,136.4
2019-10-01 02:48:18 UTC,purchase,electronics.smartphone,xiaomi,197.55
2019-10-01 02:48:18 UTC,purchase,appliances.kitchen.washer,midea,121.5
2019-10-01 02:48:19 UTC,purchase,electronics.smartphone,samsung,154.42
2019-10-01 02:48:19 UTC,purchase,apparel.trousers,sly,39.62
2019-10-01 02:48:27 UTC,cart,electronics.smartphone,apple,464.13
2019-10-01 02:48:42 UTC,cart,electronics.smartphone,huawei,177.47
2019-10-01 02:48:45 UTC,purchase,electronics.smartphone,samsung,130.73
2019-10-01 02:48:47 UTC,purchase,electronics.telephone,texet,8.21
2019-10-01 02:48:59 UTC,cart,electronics.smartphone,samsung,254.82
2019-10-01 02:49:00 UTC,purchase,electronics.smartphone,xiaomi,136.4
2019-10-01 02:49:16 UTC,purchase,electronics.video.tv,lg,395.2
2019-10-01 02:49:23 UTC,purchase,electronics.smartphone,apple,464.13
2019-10-01 02:49:39 UTC,purchase,electronics.smartphone,apple,745.67
2019-10-01 02:49:50 UTC,purchase,electronics.smartphone,samsung,174.76
2019-10-01 02:49:53 UTC,purchase,electronics.smartphone,samsung,174.76
2019-10-01 02:49:56 UTC,purchase,electronics.smartphone,xiaomi,185.08
2019-10-01 02:49:57 UTC,cart,electronics.video.tv,samsung,810.57
2019-10-01 02:50:14 UTC,purchase,electronics.smartphone,huawei,159.77
2019-10-01 02:50:18 UTC,cart,electronics.smartphone,samsung,253.36
2019-10-01 02:50:19 UTC,cart,electronics.smartphone,samsung,253.36
2019-10-01 02:50:19 UTC,cart,electronics.smartphone,apple,805.5
2019-10-01 02:50:23 UTC,cart,electronics.smartphone,apple,360.08
2019-10-01 02:50:24 UTC,purchase,appliances.kitchen.blender,braun,145.41
2019-10-01 02:50:26 UTC,purchase,appliances.personal.scales,bene,9.09
2019-10-01 02:50:35 UTC,purchase,electronics.smartphone,apple,360.08
2019-10-01 02:50:37 UTC,cart,electronics.smartphone,samsung,253.36
2019-10-01 02:50:41 UTC,purchase,electronics.smartphone,samsung,174.76
2019-10-01 02:50:42 UTC,purchase,electronics.smartphone,samsung,241.19
2019-10-01 02:51:00 UTC,purchase,electronics.smartphone,apple,464.13
2019-10-01 02:51:01 UTC,cart,electronics.smartphone,apple,2072.1
2019-10-01 02:51:05 UTC,purchase,appliances.kitchen.toster,vitek,33.44
2019-10-01 02:51:16 UTC,purchase,electronics.smartphone,samsung,174.76
2019-10-01 02:51:17 UTC,purchase,electronics.smartphone,xiaomi,197.55
2019-10-01 02:51:17 UTC,cart,electronics.smartphone,samsung,253.36
2019-10-01 02:51:32 UTC,cart,electronics.smartphone,apple,515.67
2019-10-01 02:51:35 UTC,cart,electronics.smartphone,samsung,174.76
2019-10-01 02:51:39 UTC,cart,electronics.smartphone,apple,1541.61
2019-10-01 02:51:40 UTC,cart,electronics.smartphone,samsung,871.14
2019-10-01 02:51:41 UTC,purchase,kids.fmcg.diapers,huggies,19.92
2019-10-01 02:51:41 UTC,purchase,electronics.smartphone,apple,805.5
2019-10-01 02:51:42 UTC,purchase,computers.components.memory,kingston,38.35
2019-10-01 02:51:42 UTC,purchase,electronics.smartphone,samsung,253.36
2019-10-01 02:51:52 UTC,cart,electronics.smartphone,apple,975.57
2019-10-01 02:51:55 UTC,purchase,appliances.sewing_machine,jaguar,72.43
2019-10-01 02:51:56 UTC,purchase,auto.accessories.player,pioneer,129.99
2019-10-01 02:51:57 UTC,cart,electronics.audio.headphone,apple,161.98
2019-10-01 02:52:01 UTC,cart,electronics.smartphone,apple,975.57
2019-10-01 02:52:01 UTC,cart,electronics.smartphone,samsung,174.76
2019-10-01 02:52:05 UTC,purchase,appliances.kitchen.refrigerators,midea,136.4
2019-10-01 02:52:09 UTC,cart,electronics.smartphone,apple,464.13
2019-10-01 02:52:09 UTC,cart,electronics.smartphone,apple,464.13
2019-10-01 02:52:11 UTC,cart,electronics.audio.headphone,apple,161.98
2019-10-01 02:52:12 UTC,purchase,appliances.environment.vacuum,samsung,64.32
2019-10-01 02:52:12 UTC,purchase,electronics.smartphone,samsung,174.76
2019-10-01 02:52:15 UTC,purchase,electronics.smartphone,samsung,174.76
2019-10-01 02:52:17 UTC,cart,electronics.audio.headphone,apple,189.91
2019-10-01 02:52:37 UTC,purchase,electronics.smartphone,samsung,154.42
2019-10-01 02:52:41 UTC,purchase,electronics.smartphone,apple,1415.48
2019-10-01 02:52:47 UTC,purchase,accessories.bag,karya,100.39
2019-10-01 02:52:49 UTC,purchase,electronics.smartphone,samsung,174.76
2019-10-01 02:52:49 UTC,cart,electronics.smartphone,apple,464.13
2019-10-01 02:52:51 UTC,cart,electronics.smartphone,apple,515.67
2019-10-01 02:53:03 UTC,purchase,electronics.audio.headphone,apple,35.78
2019-10-01 02:53:03 UTC,cart,electronics.smartphone,samsung,130.76
2019-10-01 02:53:04 UTC,purchase,electronics.smartphone,apple,464.13
2019-10-01 02:53:05 UTC,cart,electronics.smartphone,samsung,388.81
2019-10-01 02:53:13 UTC,cart,electronics.smartphone,samsung,154.42
2019-10-01 02:53:45 UTC,purchase,electronics.smartphone,samsung,1207.71
2019-10-01 02:53:47 UTC,cart,electronics.smartphone,samsung,885.07
2019-10-01 02:53:48 UTC,purchase,furniture.kitchen.table,bts,66.9
2019-10-01 02:53:50 UTC,purchase,electronics.video.tv,lg,395.2
2019-10-01 02:53:52 UTC,purchase,electronics.smartphone,apple,464.13
2019-10-01 02:53:53 UTC,cart,electronics.video.tv,samsung,282.2
2019-10-01 02:53:54 UTC,cart,electronics.video.tv,samsung,282.2
2019-10-01 02:53:55 UTC,cart,electronics.video.tv,samsung,282.2
2019-10-01 02:53:57 UTC,cart,appliances.environment.vacuum,karcher,167.05
2019-10-01 02:54:02 UTC,purchase,electronics.smartphone,samsung,130.76
